44 71
55,82
55,82
55,82
56,82
57,82
57,82
56,82
57,82
58,82
59,82
59,81
59,81
60,81
60,82
61,82
62,82
61,82
61,81
61,81
61,82
60,82
60,81
59,81
59,81
59,81
59,81
59,81
59,82
60,82
60,81
61,81
61,80
62,80
63,80
62,80
62,81
62,82
61,82
62,82
62,82
63,82
62,82
61,82
61,81
61,80
62,80
62,79
62,78
62,78
62,78
62,79
62,79
62,80
62,79
62,79
62,80
62,81
62,82
63,82
62,82
63,82
63,83
63,84
63,85
63,85
63,84
62,84
62,84
62,84
63,84
64,84
65,84
64,84
64,85
65,85
65,84
66,84
67,84
66,84
66,83
66,82
66,81
67,81
67,81
67,80
67,79
66,79
66,79
67,79
67,80
68,80
68,80
68,79
67,79
66,79
66,79
67,79
67,80
68,80
67,80
67,80
68,80
69,80
70,80
69,80
70,80
69,80
70,80
70,80
70,80
69,80
69,80
70,80
70,79
D
R
U
D
D
L
D
U
R
U
D
U
D
U
R
L
R
U
L
D
L
R
R
L
L
U
U
D
L
R
D
U
L
L
U
R
R
R
R
R
U
D
L
L
D
D
L
U
L
R
U
D
R
R
D
U
D
D
L
U
R
U
L
D
L
L
U
D
U
L
R
R
U
D
L
D
U
U
D
U
D
U
D
U
D
D
R
L
D
U
L
R
L
L
L
L
U
U
D
D
D
U
L
U
R
U
R
L
D
R
L
U
U
L
U
D
R
U
D
U
U
R
R
R
L
L
R
R
D
R
D
L
R
D
R
D
U
U
D
L
L
U
R
U
R
D
R
D
R
R
U
L
U
L
R
R
U
D
R
U
U
U
R
R
D
R
R
D
D
R
L
U
D
U
D
L
R
R
U
U
U
L
L
U
D
D
U
U
L
D
R
R
D
D
R
U
D
D
R
U
R
L
U
U
U
D
D
R
L
R
U
R
D
L
R
U
L
L
D
D
D
L
U
L
U
R
U
L
R
D
R
D
L
L
D
R
R
L
R
D
L
R
L
D
D
L
R
R
D
D
L
D
U
R
R
L
D
U
R
U
U
D
R
D
D
U
L
U
R
D
L
R
L
L
L
D
D
D
D
U
L
R
D
R
D
U
L
D
U
L
U
U
R
D
R
D
L
D
D
R
R
D
R
D
R
U
L
L
U
U
R
R
U
R
U
L
D
U
R
D
D
R
L
L
R
U
D
D
U
R
L
D
R
L
L
D
L
L
D
R
R
D
L
D
U
L
D
D
R
R
D
L
D
L
L
U
D
U
R
R
L
L
D
R
L
U
R
L
L
R
L
R
D
L
D
L
U
L
L
R
U
U
R
U
R
U
D
D
U
R
R
R
L
R
R
R
U
U
R
D
R
R
L
U
L
D
L
U
L
L
L
U
U
D
R
U
R
U
R
R
L
D
D
L
R
R
R
L
L
U
U
R
U
U
R
U
D
D
D
U
L
D
D
D
R
L
R
D
D
D
D
U
L
U
U
R
R
R
L
D
R
U
R
R
L
U
U
U
R
U
U
U
L
D
R
D
R
L
U
L
L
D
R
D
R
L
L
R
R
R
L
R
L
R
D
L
L
D
R
U
T
N
N
H
H
N
N
N
H
N
N
N
H
N
T
N
T
N
N
H
N
H
N
H
N
N
H
N
N
N
N
H
N
T
H
H
T
H
N
N
T
N
H
N
N
N
N
T
H
T
N
H
H
T
T
T
H
N
N
N
N
T
H
T
H
H
N
H
N
T
N
N
T
T
N
T
N
N
H
N
T
H
N
H
N
N
H
N
N
N
H
N
H
H
H
H
T
T
T
H
N
H
H
N
T
N
N
H
T
T
T
H
N
H
T
H
N
N
N
T
H
T
T
N
T
T
T
N
N
H
H
T
H
N
H
T
N
H
H
N
T
T
H
H
T
H
H
N
T
N
N
H
N
H
N
N
T
N
N
T
H
N
H
H
T
N
H
T
N
N
N
T
N
T
N
N
N
N
H
H
H
H
T
T
H
T
H
N
H
N
H
H
H
N
N
N
N
H
N
T
N
N
H
H
H
H
H
T
H
N
H
H
T
H
H
H
H
H
T
N
N
N
N
H
N
T
H
N
N
T
H
N
N
N
H
N
N
N
N
N
H
N
H
H
H
H
N
N
H
N
H
N
N
N
T
N
N
N
T
T
T
T
H
N
H
N
H
H
N
H
H
H
H
H
T
T
H
T
N
T
T
T
N
H
H
N
H
N
T
T
H
T
T
H
N
N
T
N
N
T
T
H
H
H
T
H
H
T
H
T
H
N
H
H
H
H
T
N
N
N
T
N
T
T
N
H
N
T
H
H
H
N
H
N
T
N
H
H
H
H
T
T
H
H
H
H
T
T
T
T
H
H
H
T
H
H
N
H
N
H
N
H
H
T
H
H
H
H
N
H
N
H
H
H
N
N
H
H
H
T
N
T
T
N
H
H
N
H
H
H
T
N
H
T
T
H
H
H
T
N
H
T
T
T
T
T
N
T
H
H
H
H
H
H
N
T
T
T
N
H
N
N
T
T
T
T
H
T
T
T
T
T
H
H
H
H
H
H
N
H
H
N
N
T
H
T
H
T
T
H
H
T
N
H
H
T
H
H
H
N
H
H
T
H
T
H
H
H
T
N
T
H
T
T
T
T
N
N
H
H
T
N
H
T
N
H
H
N
N
N
N
H
T
N
N
N
N
N
N
N
